id,source,target,type,weight,evidence,properties
"fault_record:b61833b11674->EXPLAINED_BY_MECHANISM->mechanism:plc-io-feedback-chain","fault_record:b61833b11674","mechanism:plc-io-feedback-chain","EXPLAINED_BY_MECHANISM","3","[""code=661"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_44_659.md:3"",""matched=反馈, 信号丢失""]","{""evidence"":""code=661""}"
"fault_record:10e95188fcda->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:10e95188fcda","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=669"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_47_669.md:1"",""matched=24v, 24V""]","{""evidence"":""code=669""}"
"fault_record:bd8df4cff597->EXPLAINED_BY_MECHANISM->mechanism:plc-io-feedback-chain","fault_record:bd8df4cff597","mechanism:plc-io-feedback-chain","EXPLAINED_BY_MECHANISM","3","[""code=685"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_50_685.md:1"",""matched=反馈, 信号丢失""]","{""evidence"":""code=685""}"
"fault_record:7737c8ca6a86->EXPLAINED_BY_MECHANISM->mechanism:plc-io-feedback-chain","fault_record:7737c8ca6a86","mechanism:plc-io-feedback-chain","EXPLAINED_BY_MECHANISM","3","[""code=687"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_50_685.md:2"",""matched=反馈, 信号丢失""]","{""evidence"":""code=687""}"
"fault_record:b581032b737e->EXPLAINED_BY_MECHANISM->mechanism:pitch-actuator-position-error","fault_record:b581032b737e","mechanism:pitch-actuator-position-error","EXPLAINED_BY_MECHANISM","3","[""code=719"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_52_718.md:2"",""matched=变桨, 位置, 超时""]","{""evidence"":""code=719""}"
"fault_record:0370ba1bd9e3->EXPLAINED_BY_MECHANISM->mechanism:pitch-actuator-position-error","fault_record:0370ba1bd9e3","mechanism:pitch-actuator-position-error","EXPLAINED_BY_MECHANISM","3","[""code=530"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_6_530.md:1"",""matched=变桨, 位置, 限位""]","{""evidence"":""code=530""}"
"fault_record:6e380e26d1cc->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:6e380e26d1cc","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=532"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_6_530.md:3"",""matched=24v, 24V""]","{""evidence"":""code=532""}"
"fault_record:b53567a8acda->EXPLAINED_BY_MECHANISM->mechanism:environment-lightning-grounding-surge","fault_record:b53567a8acda","mechanism:environment-lightning-grounding-surge","EXPLAINED_BY_MECHANISM","3","[""code=748"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_60_747.md:2"",""matched=浪涌, 屏蔽, 干扰""]","{""evidence"":""code=748""}"
"fault_record:780f31e94b19->EXPLAINED_BY_MECHANISM->mechanism:environment-lightning-grounding-surge","fault_record:780f31e94b19","mechanism:environment-lightning-grounding-surge","EXPLAINED_BY_MECHANISM","3","[""code=749"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_60_747.md:3"",""matched=浪涌, 屏蔽, 干扰""]","{""evidence"":""code=749""}"
"fault_record:ef1d5d8bdcdf->EXPLAINED_BY_MECHANISM->mechanism:environment-lightning-grounding-surge","fault_record:ef1d5d8bdcdf","mechanism:environment-lightning-grounding-surge","EXPLAINED_BY_MECHANISM","3","[""code=754"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_61_753.md:2"",""matched=浪涌, 屏蔽, 干扰""]","{""evidence"":""code=754""}"
"fault_record:a8d91e1a4ede->EXPLAINED_BY_MECHANISM->mechanism:environment-lightning-grounding-surge","fault_record:a8d91e1a4ede","mechanism:environment-lightning-grounding-surge","EXPLAINED_BY_MECHANISM","3","[""code=755"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_61_753.md:3"",""matched=浪涌, 屏蔽, 干扰""]","{""evidence"":""code=755""}"
"fault_record:d026c1e581fe->EXPLAINED_BY_MECHANISM->mechanism:environment-lightning-grounding-surge","fault_record:d026c1e581fe","mechanism:environment-lightning-grounding-surge","EXPLAINED_BY_MECHANISM","3","[""code=757"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_62_756.md:2"",""matched=浪涌, 屏蔽, 干扰""]","{""evidence"":""code=757""}"
"fault_record:db673f806980->EXPLAINED_BY_MECHANISM->mechanism:environment-lightning-grounding-surge","fault_record:db673f806980","mechanism:environment-lightning-grounding-surge","EXPLAINED_BY_MECHANISM","3","[""code=758"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_62_756.md:3"",""matched=浪涌, 屏蔽, 干扰""]","{""evidence"":""code=758""}"
"fault_record:6fe8444e8f52->EXPLAINED_BY_MECHANISM->mechanism:environment-lightning-grounding-surge","fault_record:6fe8444e8f52","mechanism:environment-lightning-grounding-surge","EXPLAINED_BY_MECHANISM","3","[""code=759"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_63_759.md:1"",""matched=浪涌, 屏蔽, 干扰""]","{""evidence"":""code=759""}"
"fault_record:a06e62909db7->EXPLAINED_BY_MECHANISM->mechanism:converter-control-communication-loss","fault_record:a06e62909db7","mechanism:converter-control-communication-loss","EXPLAINED_BY_MECHANISM","3","[""code=760"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_63_759.md:2"",""matched=控制板, 变频器""]","{""evidence"":""code=760""}"
"fault_record:a760cc7bec3c->EXPLAINED_BY_MECHANISM->mechanism:converter-control-communication-loss","fault_record:a760cc7bec3c","mechanism:converter-control-communication-loss","EXPLAINED_BY_MECHANISM","3","[""code=761"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_63_759.md:3"",""matched=控制板, 变频器""]","{""evidence"":""code=761""}"
"fault_record:8d4dd82e71ce->EXPLAINED_BY_MECHANISM->mechanism:converter-control-communication-loss","fault_record:8d4dd82e71ce","mechanism:converter-control-communication-loss","EXPLAINED_BY_MECHANISM","3","[""code=763"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_64_763.md:1"",""matched=控制板, 变频器""]","{""evidence"":""code=763""}"
"fault_record:9e7a41799509->EXPLAINED_BY_MECHANISM->mechanism:converter-control-communication-loss","fault_record:9e7a41799509","mechanism:converter-control-communication-loss","EXPLAINED_BY_MECHANISM","3","[""code=764"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_64_763.md:2"",""matched=控制板, 变频器""]","{""evidence"":""code=764""}"
"fault_record:e81940fc4bef->EXPLAINED_BY_MECHANISM->mechanism:converter-control-communication-loss","fault_record:e81940fc4bef","mechanism:converter-control-communication-loss","EXPLAINED_BY_MECHANISM","3","[""code=765"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_64_763.md:3"",""matched=控制板, 变频器""]","{""evidence"":""code=765""}"
"fault_record:ccb3b6a20e5d->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:ccb3b6a20e5d","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=823"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_68_820.md:3"",""matched=24v, 24V""]","{""evidence"":""code=823""}"
"fault_record:ccb3b6a20e5d->EXPLAINED_BY_MECHANISM->mechanism:pitch-actuator-position-error","fault_record:ccb3b6a20e5d","mechanism:pitch-actuator-position-error","EXPLAINED_BY_MECHANISM","3","[""code=823"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_68_820.md:3"",""matched=位置, 限位, 超时""]","{""evidence"":""code=823""}"
"fault_record:d5ff120df4bf->EXPLAINED_BY_MECHANISM->mechanism:pitch-actuator-position-error","fault_record:d5ff120df4bf","mechanism:pitch-actuator-position-error","EXPLAINED_BY_MECHANISM","3","[""code=824"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_69_824.md:1"",""matched=位置, 限位, 超时""]","{""evidence"":""code=824""}"
"fault_record:d5ff120df4bf->EXPLAINED_BY_MECHANISM->mechanism:yaw-cable-twist-position-limit","fault_record:d5ff120df4bf","mechanism:yaw-cable-twist-position-limit","EXPLAINED_BY_MECHANISM","3","[""code=824"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_69_824.md:1"",""matched=偏航, 角度, 凸轮""]","{""evidence"":""code=824""}"
"fault_record:4b3a0592e390->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:4b3a0592e390","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=533"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_7_533.md:1"",""matched=24v, 24V""]","{""evidence"":""code=533""}"
"fault_record:5bf83669a153->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:5bf83669a153","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=534"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_7_533.md:2"",""matched=24v, 24V""]","{""evidence"":""code=534""}"
"fault_record:cf0abb90115f->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:cf0abb90115f","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=536"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_7_533.md:3"",""matched=24v, 24V""]","{""evidence"":""code=536""}"
"fault_record:26260e271ab8->EXPLAINED_BY_MECHANISM->mechanism:converter-dc-link-grid-disturbance","fault_record:26260e271ab8","mechanism:converter-dc-link-grid-disturbance","EXPLAINED_BY_MECHANISM","3","[""code=537"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_8_536.md:3"",""matched=变频, 电网, 网侧""]","{""evidence"":""code=537""}"
"fault_record:14f6cb9fd562->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:14f6cb9fd562","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=538"",""source=华锐风机csv/bachmann+PM3000/bachmann+PM3000_9_538.md:1"",""matched=24v, 24V""]","{""evidence"":""code=538""}"
"fault_record:c30c830c6585->EXPLAINED_BY_MECHANISM->mechanism:converter-control-communication-loss","fault_record:c30c830c6585","mechanism:converter-control-communication-loss","EXPLAINED_BY_MECHANISM","3","[""code=513"",""source=华锐风机csv/Bachmann机组故障说明/Bachmann机组故障说明_1_513.md:1"",""matched=变频器, 变流器""]","{""evidence"":""code=513""}"
"fault_record:f0eb0adc730c->EXPLAINED_BY_MECHANISM->mechanism:pitch-actuator-position-error","fault_record:f0eb0adc730c","mechanism:pitch-actuator-position-error","EXPLAINED_BY_MECHANISM","3","[""code=822"",""source=华锐风机csv/Bachmann机组故障说明/Bachmann机组故障说明_103_822.md:1"",""matched=变桨, 位置, 超时""]","{""evidence"":""code=822""}"
"fault_record:cb8f4342e967->EXPLAINED_BY_MECHANISM->mechanism:pitch-actuator-position-error","fault_record:cb8f4342e967","mechanism:pitch-actuator-position-error","EXPLAINED_BY_MECHANISM","3","[""code=823"",""source=华锐风机csv/Bachmann机组故障说明/Bachmann机组故障说明_103_822.md:2"",""matched=位置, 限位, 超时""]","{""evidence"":""code=823""}"
"fault_record:3758a44494da->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:3758a44494da","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=549"",""source=华锐风机csv/Bachmann机组故障说明/Bachmann机组故障说明_12_549.md:1"",""matched=24v, 24V""]","{""evidence"":""code=549""}"
"fault_record:59f00d6ffc42->EXPLAINED_BY_MECHANISM->mechanism:pitch-actuator-position-error","fault_record:59f00d6ffc42","mechanism:pitch-actuator-position-error","EXPLAINED_BY_MECHANISM","3","[""code=550"",""source=华锐风机csv/Bachmann机组故障说明/Bachmann机组故障说明_12_549.md:2"",""matched=变桨, 位置, 超时""]","{""evidence"":""code=550""}"
"fault_record:626c61491246->EXPLAINED_BY_MECHANISM->mechanism:pitch-actuator-position-error","fault_record:626c61491246","mechanism:pitch-actuator-position-error","EXPLAINED_BY_MECHANISM","3","[""code=551"",""source=华锐风机csv/Bachmann机组故障说明/Bachmann机组故障说明_12_549.md:3"",""matched=变桨, 位置, 超时""]","{""evidence"":""code=551""}"
"fault_record:4c2bfffb7d81->EXPLAINED_BY_MECHANISM->mechanism:pitch-actuator-position-error","fault_record:4c2bfffb7d81","mechanism:pitch-actuator-position-error","EXPLAINED_BY_MECHANISM","3","[""code=553"",""source=华锐风机csv/Bachmann机组故障说明/Bachmann机组故障说明_13_552.md:2"",""matched=变桨, 位置, 超时""]","{""evidence"":""code=553""}"
"fault_record:4a183e6079df->EXPLAINED_BY_MECHANISM->mechanism:pitch-actuator-position-error","fault_record:4a183e6079df","mechanism:pitch-actuator-position-error","EXPLAINED_BY_MECHANISM","3","[""code=554"",""source=华锐风机csv/Bachmann机组故障说明/Bachmann机组故障说明_13_552.md:3"",""matched=变桨, 位置, 超时""]","{""evidence"":""code=554""}"
"fault_record:90774eb4d305->EXPLAINED_BY_MECHANISM->mechanism:pitch-actuator-position-error","fault_record:90774eb4d305","mechanism:pitch-actuator-position-error","EXPLAINED_BY_MECHANISM","3","[""code=556"",""source=华锐风机csv/Bachmann机组故障说明/Bachmann机组故障说明_14_555.md:2"",""matched=变桨, 位置, 超时""]","{""evidence"":""code=556""}"
"fault_record:ebe95abacb93->EXPLAINED_BY_MECHANISM->mechanism:pitch-actuator-position-error","fault_record:ebe95abacb93","mechanism:pitch-actuator-position-error","EXPLAINED_BY_MECHANISM","3","[""code=557"",""source=华锐风机csv/Bachmann机组故障说明/Bachmann机组故障说明_14_555.md:3"",""matched=变桨, 位置, 超时""]","{""evidence"":""code=557""}"
"fault_record:1ca1479bfc57->EXPLAINED_BY_MECHANISM->mechanism:pitch-actuator-position-error","fault_record:1ca1479bfc57","mechanism:pitch-actuator-position-error","EXPLAINED_BY_MECHANISM","3","[""code=571"",""source=华锐风机csv/Bachmann机组故障说明/Bachmann机组故障说明_19_570.md:2"",""matched=变桨, 位置, 同步""]","{""evidence"":""code=571""}"
"fault_record:fa371b26a62c->EXPLAINED_BY_MECHANISM->mechanism:pitch-actuator-position-error","fault_record:fa371b26a62c","mechanism:pitch-actuator-position-error","EXPLAINED_BY_MECHANISM","3","[""code=572"",""source=华锐风机csv/Bachmann机组故障说明/Bachmann机组故障说明_19_570.md:3"",""matched=变桨, 位置, 同步""]","{""evidence"":""code=572""}"
"fault_record:6387f8224486->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:6387f8224486","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=520"",""source=华锐风机csv/Bachmann机组故障说明/Bachmann机组故障说明_3_520.md:1"",""matched=反馈信号, 变桨""]","{""evidence"":""code=520""}"
"fault_record:6fcb35d867c8->EXPLAINED_BY_MECHANISM->mechanism:converter-control-communication-loss","fault_record:6fcb35d867c8","mechanism:converter-control-communication-loss","EXPLAINED_BY_MECHANISM","3","[""code=521"",""source=华锐风机csv/Bachmann机组故障说明/Bachmann机组故障说明_3_520.md:2"",""matched=通讯, 通信, 光纤""]","{""evidence"":""code=521""}"
"fault_record:6fcb35d867c8->EXPLAINED_BY_MECHANISM->mechanism:communication-network-loss","fault_record:6fcb35d867c8","mechanism:communication-network-loss","EXPLAINED_BY_MECHANISM","3","[""code=521"",""source=华锐风机csv/Bachmann机组故障说明/Bachmann机组故障说明_3_520.md:2"",""matched=通信, 通讯, 光纤""]","{""evidence"":""code=521""}"
"fault_record:27b9f73626b0->EXPLAINED_BY_MECHANISM->mechanism:pitch-hydraulic-pressure-loss","fault_record:27b9f73626b0","mechanism:pitch-hydraulic-pressure-loss","EXPLAINED_BY_MECHANISM","3","[""code=604"",""source=华锐风机csv/Bachmann机组故障说明/Bachmann机组故障说明_30_603.md:2"",""matched=油压, 压力, 泵""]","{""evidence"":""code=604""}"
"fault_record:8306a6d0bf53->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:8306a6d0bf53","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=615"",""source=华锐风机csv/Bachmann机组故障说明/Bachmann机组故障说明_34_615.md:1"",""matched=24v, 24V""]","{""evidence"":""code=615""}"
"fault_record:9cda448f2d64->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:9cda448f2d64","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=616"",""source=华锐风机csv/Bachmann机组故障说明/Bachmann机组故障说明_34_615.md:2"",""matched=24v, 24V""]","{""evidence"":""code=616""}"
"fault_record:952e44710203->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:952e44710203","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=617"",""source=华锐风机csv/Bachmann机组故障说明/Bachmann机组故障说明_34_615.md:3"",""matched=24v, 24V""]","{""evidence"":""code=617""}"
"fault_record:00dfed621c50->EXPLAINED_BY_MECHANISM->mechanism:pitch-hydraulic-pressure-loss","fault_record:00dfed621c50","mechanism:pitch-hydraulic-pressure-loss","EXPLAINED_BY_MECHANISM","3","[""code=636"",""source=华锐风机csv/Bachmann机组故障说明/Bachmann机组故障说明_41_636.md:1"",""matched=油压, 泵, 阀""]","{""evidence"":""code=636""}"
"fault_record:10517e95c109->EXPLAINED_BY_MECHANISM->mechanism:pitch-hydraulic-pressure-loss","fault_record:10517e95c109","mechanism:pitch-hydraulic-pressure-loss","EXPLAINED_BY_MECHANISM","3","[""code=638"",""source=华锐风机csv/Bachmann机组故障说明/Bachmann机组故障说明_41_636.md:3"",""matched=油压, 泵, 阀""]","{""evidence"":""code=638""}"
"fault_record:d9fc648c396f->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:d9fc648c396f","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=641"",""source=华锐风机csv/Bachmann机组故障说明/Bachmann机组故障说明_42_639.md:3"",""matched=24v, 24V""]","{""evidence"":""code=641""}"
"fault_record:a5ee087281b5->EXPLAINED_BY_MECHANISM->mechanism:grid-transformer-protection","fault_record:a5ee087281b5","mechanism:grid-transformer-protection","EXPLAINED_BY_MECHANISM","3","[""code=645"",""source=华锐风机csv/Bachmann机组故障说明/Bachmann机组故障说明_44_645.md:1"",""matched=断路器, 接触器""]","{""evidence"":""code=645""}"
"fault_record:5638fb687db9->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:5638fb687db9","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=651"",""source=华锐风机csv/Bachmann机组故障说明/Bachmann机组故障说明_46_651.md:1"",""matched=24v, 24V""]","{""evidence"":""code=651""}"
"fault_record:d76358c2aafa->EXPLAINED_BY_MECHANISM->mechanism:pitch-24v-feedback-loss","fault_record:d76358c2aafa","mechanism:pitch-24v-feedback-loss","EXPLAINED_BY_MECHANISM","3","[""code=652"",""source=华锐风机csv/Bachmann机组故障说明/Bachmann机组故障说明_46_651.md:2"",""matched=24v, 24V""]","{""evidence"":""code=652""}"
